ID_PDB_PU	Pos_PU_ori	Pos_PU_struc_PDB	Pos_PU_seq_PDB	Pos_PU_UNP	ID_UNP
2J7NA_11_411_433	411_433	791_813	411_433	791_813	Q9Y7G6
2J7UA_14_287_303	287_303	552_568	287_303	3042_3058	Q6YMS4
2J89A_6_23_46	23_46	-_-	23_46	22_45	A9PFX3
2J89A_8_109_125	109_125	52_68	109_125	108_124	A9PFX3
2J9OA_2_71_120	71_120	71_120	71_120	162_211	Q8DH45
2JA2A_10_196_247	196_247	196_247	196_247	196_247	P9WFV9
2JDIA_11_400_447	400_447	400_447	400_447	443_490	P19483
2JE8A_13_132_147	132_147	155_170	132_147	155_170	Q8AAK6
2JEKA_4_101_120	101_120	101_120	101_120	101_120	O07756
2JJQA_2_57_93	57_93	37_73	57_93	37_73	Q9UZR7
2JLNA_10_35_72	35_72	35_72	35_72	35_72	D6R8X8
2NLZA_10_463_499	463_499	463_499	463_499	463_499	Q9KEI5
2NS6A_3_102_124	102_124	103_125	102_124	102_124	D0VWX2
2NSAA_3_65_88	65_88	307_330	65_88	307_330	Q9WZF8
2NSZA_2_35_87	35_87	356_408	35_87	356_408	Q61823
2NVAA_5_40_91	40_91	40_91	40_91	40_91	Q84527
2NWHA_10_116_133	116_133	114_131	116_133	98_115	A9CII5
2NWIA_1_107_160	107_160	105_158	107_160	105_158	O28875
2NWLA_16_245_262	245_262	245_262	245_262	245_262	O59010
2NX2A_4_140_162	140_162	139_161	140_162	139_161	P50838
2NX8A_6_33_48	33_48	33_48	33_48	25_40	Q5XE14
2NYVA_2_139_198	139_198	139_198	139_198	137_196	O67359
2NZCA_2_31_53	31_53	29_51	31_53	29_51	Q9X0Z3
2O1SA_20_360_376	360_376	360_376	360_376	360_376	P77488
2O20A_10_162_179	162_179	162_179	162_179	162_179	Q9CF33
2O20A_10_33_48	33_48	-_-	33_48	33_48	Q9CF33
2O36A_13_447_486	447_486	462_501	447_486	462_501	P52888
2O3BB_5_110_135	110_135	109_134	110_135	109_134	Q7A260
2O3FA_1_16_55	16_55	14_52	16_55	13_52	Q45581
2O4CA_10_292_319	292_319	292_319	292_319	292_319	Q9I3W9
2O4VA_13_361_384	361_384	361_384	361_384	390_413	P05695
2O5NA_10_177_208	177_208	177_208	177_208	-_-	
2O5NA_10_18_44	18_44	18_44	18_44	-_-	
2O5NA_10_209_239	209_239	209_239	209_239	-_-	
2O62A_10_89_116	89_116	88_115	89_116	88_115	B2J6L8
2O6LA_4_131_162	131_162	412_442	131_162	412_443	P16662
2O6LA_6_105_130	105_130	386_411	105_130	386_411	P16662
2O6YA_10_458_490	458_490	458_490	458_490	458_490	Q3IWB0
2O6YA_10_491_514	491_514	491_514	491_514	491_514	Q3IWB0
2O7SA_20_149_175	149_175	238_264	149_175	238_264	Q9SQT8
2O7TA_5_28_57	28_57	27_55	28_57	27_56	Q8NQ14
2O8BB_10_413_444	413_444	751_782	413_444	751_782	P52701
2O8BB_10_445_471	445_471	783_809	445_471	783_809	P52701
2O8IA_2_105_138	105_138	105_138	105_138	105_138	A9CI02
2O8LA_4_20_48	20_48	20_48	20_48	88_116	Q99V45
2O8QA_2_66_102	66_102	65_101	66_102	65_101	Q13HN3
2O9GA_5_180_233	180_233	177_230	180_233	177_230	P60844
2OAP1_3_59_100	59_100	59_100	59_100	59_100	O29598
2OCZA_3_73_111	73_111	70_108	73_111	70_108	P63590
2OCZA_4_73_96	73_96	70_93	73_96	70_93	P63590
2ODAA_2_136_155	136_155	136_155	136_155	136_155	Q884H9
2OEZA_2_57_104	57_104	55_101	57_104	55_102	Q87LT3
2OF7A_6_1_41	1_41	17_18	1_41	1_18	Q9EWH2
2OG5A_10_179_194	179_194	155_170	179_194	155_170	Q9Z4Z5
2OG9A_14_25_50	25_50	25_50	25_50	23_48	Q12GE3
2OGFA_2_90_121	90_121	89_120	90_121	89_120	Q57851
2OGIA_3_19_62	19_62	18_61	19_62	18_61	Q8DY32
2OGJA_10_91_120	91_120	91_120	91_120	89_118	Q7CS13
2OGKA_2_49_78	49_78	51_78	49_78	48_77	O27966
2OGXA_3_17_51	17_51	31_50	17_51	17_51	P84308
2OH3A_3_17_46	17_46	16_44	17_46	16_45	Q2VZ87
2OH5A_7_26_55	26_55	26_55	26_55	26_55	O10693
2OIBA_3_238_282	238_282	397_441	238_282	397_441	Q9NWZ3
2OIEA_1_80_102	80_102	95_117	80_102	95_117	Q9QY93
2OITA_13_92_112	92_112	92_112	92_112	92_112	P35658
2OIZA_12_77_100	77_100	149_172	77_100	106_129	P84888
2OMZB_1_69_104	69_104	65_100	69_104	219_254	P12830
2ONFA_2_43_78	43_78	42_77	43_78	42_77	Q9HLN2
2OOIA_3_123_142	123_142	195_214	123_142	195_214	A0A0H3
2OQ1A_10_43_61	43_61	47_65	43_61	45_63	P43403
2OS0A_5_120_139	120_139	120_139	120_139	120_139	Q82ZJ0
2OTAA_1_23_67	23_67	23_67	23_67	23_67	Q481E4
2OUXA_10_70_90	70_90	69_89	70_90	69_89	Q830V1
2OVRB_17_119_137	119_137	2381_2399	119_137	381_399	Q969H0
2OX1A_2_1_44	1_44	1_44	1_44	1_44	O30011
2OZNA_1_84_133	84_133	828_877	84_133	828_877	Q0TR53
2OZVA_1_190_207	190_207	198_215	190_207	168_185	Q7D120
2P0DA_4_68_85	68_85	379_396	68_85	379_396	Q9BRR9
2PBIB_12_101_116	101_116	100_115	101_116	142_157	P62881
2PE4A_10_159_183	159_183	178_202	159_183	178_202	Q12794
2PIEA_4_55_71	55_71	63_79	55_71	63_79	O76064
2PKFA_10_227_250	227_250	217_240	227_250	217_240	P9WID5
2POFA_7_179_197	179_197	203_221	179_197	203_221	Q8X7A5
2PORA_10_153_168	153_168	153_168	153_168	153_168	P31243
2PORA_10_185_202	185_202	185_202	185_202	185_202	P31243
2PORA_8_231_263	231_263	231_263	231_263	231_263	P31243
2POZA_10_185_202	185_202	185_202	185_202	183_200	Q981H6
2PPTA_4_114_134	114_134	111_131	114_134	-_-	
2PPXA_1_1_37	1_37	31_35	1_37	1_35	A9CIQ1
2PPXA_2_1_22	1_22	-_-	1_22	1_20	A9CIQ1
2PQ8A_8_143_176	143_176	314_347	143_176	314_347	Q9H7Z6
2PS1A_1_194_224	194_224	193_223	194_224	194_224	P13298
2PS5A_10_240_269	240_269	240_269	240_269	240_269	P13513
2PS5A_10_306_337	306_337	306_337	306_337	306_337	P13513
2PT5A_2_132_165	132_165	132_165	132_165	132_165	O67925
2PTFA_6_17_52	17_52	15_50	17_52	15_50	O26951
2PTTB_1_64_108	64_108	62_106	64_108	81_125	Q07763
2PVBA_2_58_87	58_87	58_87	58_87	57_86	P02619
2PVQA_6_153_187	153_187	153_187	153_187	153_187	P81065
2PVUA_4_159_185	159_185	138_164	159_185	139_165	D0VWX8
2PW0A_10_309_335	309_335	309_335	309_335	309_335	Q8EJW4
2PW0A_11_126_155	126_155	126_155	126_155	126_155	Q8EJW4
2PW6A_4_121_145	121_145	121_145	121_145	121_145	P24197
2PW9A_1_1_25	1_25	7_23	1_25	1_23	Q6AMB9
2PWJA_3_77_103	77_103	77_103	77_103	105_131	Q6KBB1
2PWJA_4_127_143	127_143	127_143	127_143	155_171	Q6KBB1
2PWWA_1_83_115	83_115	81_113	83_115	81_113	Q5WFD8
2PWYA_6_155_190	155_190	152_187	155_190	152_187	Q8GBB2
2PWYA_7_121_154	121_154	118_151	121_154	118_151	Q8GBB2
2PY5A_10_186_208	186_208	186_208	186_208	186_208	P03680
2PYGA_10_133_171	133_171	133_171	133_171	133_171	Q44493
2PYGA_10_172_218	172_218	172_218	172_218	172_218	Q44493
2PYGA_10_320_374	320_374	320_374	320_374	320_374	Q44493
2PZIA_10_505_544	505_544	574_613	505_544	574_613	P9WI73
2Q0LA_10_80_98	80_98	80_98	80_98	80_98	P56431
2Q0LA_2_64_115	64_115	64_115	64_115	64_115	P56431
2Q2BA_4_67_85	67_85	226_244	67_85	269_287	Q91V12
2Q30A_2_39_93	39_93	38_92	39_93	34_88	Q30YZ6
2Q3FA_4_77_123	77_123	116_162	77_123	135_181	Q9NQL2
2Q4NA_3_113_144	113_144	113_144	113_144	113_144	O64527
2Q4OA_1_135_156	135_156	135_156	135_156	135_156	Q8L8B8
2Q4WA_5_206_244	206_244	206_244	206_244	206_244	Q9FUJ1
2Q4XA_5_55_79	55_79	55_79	55_79	55_79	Q9ASY9
2Q62A_7_126_158	126_158	126_158	126_158	126_158	Q92R45
2Q66A_13_54_77	54_77	58_81	54_77	58_81	P29468
2Q9KA_4_67_82	67_82	66_81	67_82	66_81	B1YJ68
2Q9RA_3_1_23	1_23	4_22	1_23	1_22	A3D7B7
2Q9UA_10_105_127	105_127	105_127	105_127	105_127	Q86QZ1
2QCXA_5_177_200	177_200	150_173	177_200	150_173	P25052
2QDEA_10_69_91	69_91	69_91	69_91	67_89	Q5P025
2QGYA_10_246_298	246_298	244_296	246_298	-_-	
2QHLA_4_79_95	79_95	79_95	79_95	99_115	Q8UWK5
2QHQA_3_61_78	61_78	58_75	61_78	58_75	Q87IM6
2QJWA_2_121_160	121_160	120_159	121_160	120_159	Q8PAE4
2QK2A_10_197_218	197_218	460_481	197_218	460_481	Q9VEZ3
2QK2A_10_53_77	53_77	316_340	53_77	316_340	Q9VEZ3
2QK2A_4_78_129	78_129	341_392	78_129	341_392	Q9VEZ3
2QKDA_15_17_32	17_32	53_68	17_32	53_68	Q62384
2QLTA_2_91_143	91_143	89_141	91_143	68_120	P41277
2QLTA_7_174_197	174_197	172_195	174_197	151_174	P41277
2QPXA_14_112_129	112_129	111_128	112_129	111_128	Q03BX7
2QQ6A_12_37_60	37_60	35_58	37_60	35_58	Q1AYK7
2QR3A_4_34_52	34_52	32_50	34_52	32_50	Q64UD2
2QR7A_6_1_41	1_41	417_439	1_41	399_439	P18654
2QR7A_6_62_79	62_79	460_477	62_79	460_477	P18654
2QSJA_3_50_91	50_91	48_89	50_91	48_89	Q5LQW4
2QUYA_10_1_24	1_24	1_24	1_24	4_27	P12256
2QV7A_11_64_81	64_81	42_59	64_81	42_59	Q6GFF9
2QYVA_10_350_382	350_382	349_381	350_382	349_381	Q0I1B9
2QYVA_2_383_435	383_435	382_434	383_435	382_434	Q0I1B9
2QZCA_3_133_176	133_176	132_175	133_176	132_175	Q97WL0
2R0HA_5_107_124	107_124	107_124	107_124	107_124	Q206Z5
2R2AA_5_139_162	139_162	136_159	139_162	136_159	Q9JRY6
2R2JA_10_217_239	217_239	212_234	217_239	241_263	Q9BS26
2R2NA_10_295_324	295_324	295_324	295_324	295_324	Q8N5Z0
2RA1A_12_294_327	294_327	325_358	294_327	325_358	O68840
2RA8A_10_309_342	309_342	309_342	309_342	309_342	Q64V53
2RB7A_2_282_324	282_324	281_323	282_324	281_323	Q313A9
2RB9A_10_253_292	253_292	255_294	253_292	255_294	A0A0H3
2RC8A_1_249_284	249_284	249_284	249_284	870_905	Q9R1M7
2RCCA_10_122_148	122_148	121_147	122_148	121_147	Q9KFH7
2RCCA_10_149_178	149_178	148_177	149_178	148_177	Q9KFH7
2RCCA_10_59_78	59_78	58_77	59_78	58_77	Q9KFH7
2RCKA_5_124_152	124_152	124_152	124_152	144_172	Q8ITP4
2RCTA_1_19_40	19_40	15_36	19_40	16_37	P50120
2RCTA_3_70_104	70_104	66_100	70_104	67_101	P50120
2RCTA_4_105_126	105_126	101_122	105_126	102_123	P50120
2RCYA_3_171_198	171_198	171_198	171_198	170_197	Q8IDC6
2RDCA_1_1_35	1_35	20_34	1_35	1_34	Q74H32
2RDEA_4_17_50	17_50	24_51	17_50	18_51	A0A0H3
2RDPA_4_40_70	40_70	37_67	40_70	40_70	D0VWY6
2RDXA_13_194_223	194_223	192_221	194_223	192_221	A3SNF8
2RE3A_4_84_113	84_113	83_112	84_113	83_112	Q5LWU5
2REKA_4_37_59	37_59	37_59	37_59	37_59	Q9ADD9
2RFAA_7_29_63	29_63	71_105	29_63	111_145	Q91WD2
2RFBA_10_114_141	114_141	123_150	114_141	114_141	Q6KZ68
2RFLA_1_104_128	104_128	102_126	104_128	102_126	A9CJ67
2RG4A_1_166_206	166_206	166_206	166_206	164_204	Q2CBJ1
2UX0A_2_21_38	21_38	405_422	21_38	436_453	Q13555
2UXYA_10_150_189	150_189	150_189	150_189	150_189	P11436
2UY1A_10_1_50	1_50	12_50	1_50	1_50	Q8SWC5
2UYTA_18_410_427	410_427	410_427	410_427	410_427	Q1R415
2V3AA_10_253_284	253_284	253_284	253_284	253_284	Q9HTK9
2V3AA_3_61_111	61_111	61_111	61_111	61_111	Q9HTK9
2V3ZA_10_419_440	419_440	419_440	419_440	420_441	P15034
2V6KA_2_110_131	110_131	108_129	110_131	108_129	O86043
2V72A_1_1_54	1_54	2_49	1_54	38_91	Q8XMY5
2V8FA_1_98_139	98_139	97_138	98_139	98_139	Q9JJV2
2VC7A_12_182_198	182_198	182_198	182_198	182_198	Q97VT7
2VCYA_10_217_269	217_269	246_298	217_269	246_298	Q9BV79
2VDFA_3_131_147	131_147	131_147	131_147	131_147	Q9AE79
2VHAA_8_159_179	159_179	159_179	159_179	182_202	A0A0H2
2VLGA_1_1_41	1_41	15_47	1_41	7_47	P16497
2VOSA_5_121_158	121_158	123_159	121_158	121_158	O53174
2VP8A_6_172_209	172_209	182_209	172_209	172_209	P9WNC9
2VPAA_4_24_42	24_42	3_21	24_42	3_21	Q9RW27
2VPTA_1_161_201	161_201	191_231	161_201	191_231	A3DDK4
2VQ3A_4_135_174	135_174	135_174	135_174	135_174	Q658P3
2VQ8A_1_1_16	1_16	-2_5	1_16	_-	
2VQGA_1_1_21	1_21	13_21	1_21	28_48	Q8NRS3
2VQPA_10_56_77	56_77	55_76	56_77	55_76	P0DOE7
2VRWB_10_211_259	211_259	380_428	211_259	380_428	P27870
2VSDA_1_52_93	52_93	55_96	52_93	72_113	Q5ZJ90
2VVLA_10_179_214	179_214	179_214	179_214	179_214	P46882
2VX8A_3_60_103	60_103	60_103	60_103	17_60	P52594
2W25A_1_1_54	1_54	4_54	1_54	1_54	P96896
2W2DB_10_402_423	402_423	848_869	402_423	848_869	P0DPI1
2W3GA_4_18_45	18_45	75_102	18_45	75_102	P9WGK3
2W3PA_13_128_156	128_156	128_156	128_156	128_156	Q13WK7
2W3QA_4_18_43	18_43	14_39	18_43	14_39	Q3I4V7
2W3QA_5_176_203	176_203	172_199	176_203	172_199	Q3I4V7
2W3QA_7_100_129	100_129	96_125	100_129	96_125	Q3I4V7
2W40A_10_406_439	406_439	404_437	406_439	404_437	Q8IDI4
2W4SA_1_1_37	1_37	387_420	1_37	_-	
2W59A_5_71_102	71_102	408_439	71_102	-_-	
2W5FA_10_1_55	1_55	32_66	1_55	12_66	P51584
2W5YA_2_30_66	30_66	3807_3843	30_66	3807_3843	Q03164
2W7QA_6_72_87	72_87	72_87	72_87	76_91	Q9I0M4
2W9YA_2_106_136	106_136	104_134	106_136	104_134	Q9TZ51
2WAAA_2_302_335	302_335	302_335	302_335	321_354	B3PIB0
2WAOA_6_245_289	245_289	245_289	245_289	726_770	P10477
2WAXA_1_1_33	1_33	297_312	1_33	291_323	P26196
2WBNA_6_22_45	22_45	237_255	22_45	232_255	P54308
2WCJA_2_93_118	93_118	93_118	93_118	112_137	P34170
2WCRA_2_115_147	115_147	148_180	115_147	148_180	O25318
2WCRA_3_17_53	17_53	50_86	17_53	50_86	O25318
2WCRA_3_81_114	81_114	114_147	81_114	114_147	O25318
2WDCA_11_181_196	181_196	192_207	181_196	192_207	Q72IT0
2WDCA_16_104_142	104_142	115_153	104_142	115_153	Q72IT0
2WDCA_17_352_367	352_367	363_378	352_367	363_378	Q72IT0
2WDQC_1_34_60	34_60	34_60	34_60	34_60	P69054
2WDQC_2_80_106	80_106	80_106	80_106	80_106	P69054
2WDTA_3_170_204	170_204	170_204	170_204	170_204	Q8IKM8
2WEKA_10_174_197	174_197	204_227	174_197	204_227	Q8N4Q0
2WFBA_3_45_71	45_71	45_71	45_71	42_68	Q5DUA6
2WG3C_10_262_293	262_293	475_506	262_293	475_506	Q96QV1
2WG3C_10_316_349	316_349	529_562	316_349	529_562	Q96QV1
2WHNA_3_16_42	16_42	68_94	16_42	68_94	Q5SK58
2WIYA_13_237_262	237_262	395_420	237_262	395_420	Q8GPH7
2WIYA_7_187_236	187_236	345_394	187_236	345_394	Q8GPH7
2WJRA_2_42_82	42_82	53_83	42_82	66_106	P69856
2WJRA_3_115_146	115_146	116_147	115_146	139_170	P69856
2WKNA_10_335_355	335_355	335_355	335_355	335_355	A9BPK4
2WLVA_3_108_125	108_125	108_125	108_125	243_260	P04590
2WM3A_5_75_110	75_110	74_109	75_110	74_109	Q9HBL8
2WNKA_3_62_82	62_82	62_82	62_82	88_108	Q6RUA7
2WTMA_7_196_232	196_232	193_229	196_232	196_232	D2YW37
2WUQA_2_65_115	65_115	65_115	65_115	65_115	P33652
2WVVA_14_379_420	379_420	413_454	379_420	413_454	Q8A3I4
2WYLA_4_147_192	147_192	147_185	147_192	147_192	P39300
2WZBA_10_41_60	41_60	41_60	41_60	42_61	P00558
2WZOA_2_41_84	41_84	219_262	41_84	219_262	Q3YBR2
2WZVA_3_20_52	20_52	19_51	20_52	19_51	A0R6D0
2X1DA_10_260_287	260_287	260_287	260_287	260_287	P15802
2X47A_4_132_179	132_179	222_269	132_179	222_269	Q9BQ69
2X5QA_2_132_155	132_155	132_154	132_155	131_154	Q97WX5
2X64A_2_107_130	107_130	105_128	107_130	105_128	Q9PE18
2XCJA_1_1_42	1_42	2_42	1_42	1_42	Q83VS7
2XCMC_1_1_22	1_22	150_171	1_22	150_171	Q9SUR9
2XD3A_15_1_16	1_16	-_-	1_16	8_23	P59213
2XDWA_10_234_288	234_288	234_288	234_288	234_288	P23687
2XEPA_10_178_230	178_230	178_230	178_230	186_238	Q8KRB7
2XHSA_4_66_91	66_91	848_872	66_91	848_873	P33244
2XOLA_2_106_122	106_122	104_120	106_122	104_120	O30077
2XPIA_10_473_520	473_520	473_520	473_520	473_520	P41889
2XQXA_3_81_103	81_103	878_900	81_103	891_913	A0A0H2
2XRNA_3_40_67	40_67	52_79	40_67	52_79	Q93PU6
2XWTC_6_61_115	61_115	82_136	61_115	82_136	P16473
2XZ9A_3_41_80	41_80	290_329	41_80	290_329	Q8R7R4
2XZIA_10_99_123	99_123	119_143	99_123	119_143	Q4WQS0
2XZIA_14_34_56	34_56	54_76	34_56	54_76	Q4WQS0
2Y0NA_2_130_165	130_165	440_472	130_165	437_472	Q8N5Y2
2Y1HA_10_39_63	39_63	41_65	39_63	41_65	Q17R31
2Y39A_3_1_16	1_16	39_46	1_16	31_46	P37975
2Y3NB_2_16_31	16_31	16_31	16_31	697_712	Q6UB36
2Y7SA_5_209_241	209_241	215_247	209_241	235_267	Q9JXV4
2Y8PA_5_106_130	106_130	123_147	106_130	123_147	P0C960
2YC3A_5_64_104	64_104	138_178	64_104	138_178	P69834
2YEQA_13_40_72	40_72	40_72	40_72	96_128	P42251
2YF0A_11_192_221	192_221	192_221	192_221	192_221	Q9Y217
2YF0A_13_41_72	41_72	41_72	41_72	41_72	Q9Y217
2YFRA_11_159_195	159_195	302_338	159_195	302_338	Q74K42
2YFRA_11_196_224	196_224	339_367	196_224	339_367	Q74K42
2YFUA_1_98_140	98_140	96_138	98_140	-_-	
2YG2A_5_99_128	99_128	115_144	99_128	115_144	O95445
2YGKA_10_152_172	152_172	152_172	152_172	152_172	Q97WH1
2YGKA_10_295_318	295_318	295_318	295_318	295_318	Q97WH1
2YGTA_10_22_39	22_39	20_37	22_39	48_65	B8QGZ7
2YGUA_1_1_44	1_44	1_44	1_44	20_63	P35775
2YGWA_16_264_284	264_284	294_314	264_284	294_314	O95822
2YHCA_4_46_72	46_72	54_80	46_72	74_100	P0AC02
2YHCA_5_171_194	171_194	179_202	171_194	199_222	P0AC02
2YHCA_6_1_24	1_24	11_32	1_24	29_52	P0AC02
2YHGA_10_153_180	153_180	649_676	153_180	649_676	Q21PD3
2YI9A_10_135_163	135_163	135_163	135_163	135_163	P22173
2YI9A_10_17_38	17_38	17_38	17_38	17_38	P22173
2YI9A_13_360_383	360_383	360_383	360_383	360_383	P22173
2YICA_10_372_397	372_397	731_756	372_397	731_756	A0R2B1
2YICA_14_720_748	720_748	1079_1107	720_748	1079_1107	A0R2B1
2YRRA_6_258_297	258_297	258_297	258_297	258_297	Q5SLX0
2YVPA_1_1_38	1_38	1_38	1_38	1_38	Q5SJY9
2YVPA_5_77_100	77_100	77_100	77_100	77_100	Q5SJY9
2YVSA_7_62_77	62_77	62_77	62_77	62_77	Q5SM78
2YVTA_7_103_118	103_118	103_118	103_118	103_118	O67769
2YW3A_3_62_104	62_104	62_104	62_104	62_104	Q53W90
2YWKA_1_18_54	18_54	11_47	18_54	11_47	P57052
2YYYA_10_233_255	233_255	233_255	233_255	233_255	Q58546
2Z8FA_3_66_119	66_119	92_145	66_119	92_145	A8W790
2Z9IA_10_138_183	138_183	138_183	138_183	286_331	O53896
2ZAYA_1_77_123	77_123	77_123	77_123	223_269	Q1JZD9
2ZC2A_1_1_31	1_31	125_152	1_31	122_152	Q8DT97
2ZC2A_3_32_59	32_59	153_180	32_59	153_180	Q8DT97
2ZCXA_1_1_49	1_49	19_49	1_49	1_49	Q9FBX0
2ZDHA_10_83_114	83_114	83_114	83_114	83_114	Q5SHZ3
2ZDIC_2_75_111	75_111	75_111	75_111	72_108	O58263
2ZFDA_2_110_143	110_143	110_143	110_143	110_143	Q8LAS7
2ZFUA_3_20_50	20_50	261_291	20_50	261_291	O43159
2ZHGA_3_1_49	1_49	10_49	1_49	1_49	P0ACS2
2ZHJA_10_134_157	134_157	131_154	134_157	131_154	P55260
2ZHZA_4_16_38	16_38	29_38	16_38	16_38	Q2SZ09
2ZIHA_10_208_224	208_224	206_222	208_224	206_222	Q06385
2ZJ8A_13_459_493	459_493	459_493	459_493	459_493	O73946
2ZKMX_15_476_508	476_508	-_-	476_508	476_508	Q00722
2ZO4A_10_1_38	1_38	3_38	1_38	1_38	Q5SIE5
2ZOGA_6_390_439	390_439	386_435	390_439	386_435	Q9D1A2
2ZUEA_10_112_166	112_166	112_166	112_166	112_166	O59147
2ZUVA_10_173_209	173_209	173_209	173_209	173_209	E8MF13
3A8PA_10_197_217	197_217	691_711	197_217	691_711	Q6ZPF3
3ABDA_2_68_95	68_95	52_79	68_95	52_79	Q9UI95
3ABZA_15_163_184	163_184	163_184	163_184	163_184	D1GCC6
3ACAA_8_1_24	1_24	13_36	1_24	13_36	Q9UKK9
3ADYA_2_80_102	80_102	95_117	80_102	95_117	Q5ZS45
3AEHA_10_195_217	195_217	1274_1288	195_217	1266_1288	O88093
3AEHA_10_43_71	43_71	1114_1142	43_71	1114_1142	O88093
3AEKA_10_208_235	208_235	195_222	208_235	195_222	P26164
3AFOA_10_175_200	175_200	201_226	175_200	201_226	Q06892
3AFPA_3_16_32	16_32	16_32	16_32	16_32	P46390
3AG3A_10_1_24	1_24	2_24	1_24	1_24	P00396
3AG3A_15_171_195	171_195	171_195	171_195	171_195	P00396
3AG3B_7_207_226	207_226	207_226	207_226	207_226	P68530
3AJ7A_10_398_432	398_432	398_432	398_432	398_432	P53051
3AJXA_8_1_21	1_21	1001_1021	1_21	1_21	Q9LBW4
3AKBA_4_80_95	80_95	84_99	80_95	84_99	Q9F377
3AL9A_10_270_285	270_285	300_315	270_285	300_315	P70207
3AL9A_12_31_49	31_49	61_79	31_49	61_79	P70207
3ANRA_10_108_123	108_123	230_245	108_123	230_245	Q13627
3ANWB_2_122_162	122_162	115_155	122_162	115_155	Q5JIT2
3AOGA_2_383_421	383_421	367_405	383_421	367_405	Q72IC1
3AONA_2_29_77	29_77	22_70	29_77	22_70	P43435
3APQA_5_146_184	146_184	178_216	146_184	178_216	Q9DC23
3AQLA_10_274_302	274_302	290_318	274_302	-_-	
3AQQA_2_21_55	21_55	41_55	21_55	21_55	Q9Y2V2
3ARXA_10_257_286	257_286	278_307	257_286	278_307	Q9AMP1
3AT7A_7_169_188	169_188	168_187	169_188	168_187	Q25C86
3ATSA_3_308_352	308_352	329_373	308_352	329_373	P9WI99
3ATVA_10_138_182	138_182	134_178	138_182	134_178	P0DMV8
3AU4A_10_64_116	64_116	1547_1599	64_116	1547_1599	Q9HD67
3AU8A_10_224_249	224_249	224_249	224_249	224_249	O96693
3AW5A_10_35_85	35_85	64_114	35_85	64_114	Q8ZWA8
3AW5A_10_86_119	86_119	115_148	86_119	115_148	Q8ZWA8
3AWMA_10_156_181	156_181	156_181	156_181	156_181	O24782
3AYRA_8_183_236	183_236	169_222	183_236	169_222	Q9URH5
3B0PA_10_115_132	115_132	115_132	115_132	115_132	Q5SMC7
3B1FA_10_230_252	230_252	227_249	230_252	227_249	Q8DUW0
3B46A_6_69_115	69_115	66_112	69_115	66_112	P47039
3B59A_5_16_57	16_57	16_57	16_57	14_55	Q2GAG3
3B5MA_3_99_134	99_134	97_132	99_134	97_132	Q7UTD8
3B6EA_3_17_66	17_66	292_340	17_66	291_340	Q9BYX4
3B9WA_11_95_112	95_112	95_112	95_112	119_136	Q82X47
3BDRA_1_98_156	98_156	98_156	98_156	98_156	Q8DI91
3BFMA_3_164_187	164_187	163_186	164_187	163_186	Q1GJN9
3BLNA_2_1_54	1_54	0_53	1_54	1_53	Q72YY9
3BLXB_10_294_312	294_312	294_312	294_312	309_327	P28241
3BLXB_11_205_220	205_220	205_220	205_220	220_235	P28241
3BMVA_10_282_322	282_322	282_322	282_322	309_349	P26827
3BMXA_20_180_203	180_203	180_203	180_203	180_203	P40406
3BN6A_1_114_158	114_158	114_158	114_158	383_427	Q95114
3BNKA_4_17_33	17_33	17_33	17_33	17_33	Q8TTU7
3BNYA_4_247_294	247_294	247_294	247_294	247_294	Q9UR08
3BONA_10_86_107	86_107	86_107	86_107	86_107	P0DPI1
3BQ9A_10_306_324	306_324	305_323	306_324	-_-	
3BRKX_11_330_365	330_365	330_365	330_365	330_365	P39669
3BRUA_2_56_101	56_101	53_98	56_101	53_98	Q3J6K8
3BS0A_10_325_348	325_348	325_348	325_348	345_368	A5W4F4
3BU8A_5_119_141	119_141	160_182	119_141	202_224	Q15554
3BZCA_4_69_113	69_113	69_113	69_113	69_113	Q9HTY8
3C0UA_6_100_115	100_115	98_113	100_115	98_113	P0AA97
3C24A_10_162_177	162_177	161_176	162_177	161_176	Q28MS9
3C4BA_3_89_108	89_108	1724_1743	89_108	1734_1753	Q8R418
3C6KA_13_35_58	35_58	22_45	35_58	20_43	P52788
3C8DA_10_192_216	192_216	192_213	192_216	189_213	A0A0H2
3CCGA_4_1_23	1_23	0_22	1_23	1_22	Q97JL1
3CERA_10_246_268	246_268	246_268	246_268	236_258	Q8G5J2
3CETA_10_166_185	166_185	166_185	166_185	166_185	Q6M145
3CEUA_6_134_161	134_161	134_161	134_161	134_161	Q8AA18
3CEWA_3_51_76	51_76	51_76	51_76	51_76	A0A380
3CJJA_4_97_143	97_143	118_164	97_143	118_164	Q15109
3CJNA_4_37_72	37_72	34_69	37_72	34_69	Q5LTF6
3CJYA_6_198_253	198_253	197_252	198_253	197_252	Q2G812
3CK2A_5_142_157	142_157	139_154	142_157	139_154	A0A0H2
3CKCA_11_113_148	113_148	137_172	113_148	137_172	Q8A1G2
3CKJA_8_35_86	35_86	35_86	35_86	35_86	Q73WU1
3CM1A_3_1_36	1_36	2_35	1_36	1_35	Q47N25
3CM3A_2_110_164	110_164	1107_1161	110_164	105_159	P07239
3CNBA_2_1_47	1_47	66_104	1_47	58_104	Q47UF8
3CNHA_5_102_140	102_140	101_138	102_140	101_139	Q9RTQ1
3CNWA_3_78_109	78_109	78_109	78_109	78_109	Q81AY6
